Grado de confianza en detección : 0.9
Imagen	Tiempo( ms)	Rostros
imagen_01.jpg	39.97	3	
imagen_02.jpg	16.83	2	
imagen_03.jpg	13.62	6	
imagen_04.jpg	18.60	0	
imagen_05.jpg	15.84	3	
imagen_06.jpg	16.93	1	
imagen_07.jpg	16.70	0	
imagen_08.jpg	14.43	1	
imagen_09.jpg	15.49	2	
imagen_10.jpg	13.34	1	
imagen_11.jpg	13.46	3	
imagen_12.jpg	14.15	2	
imagen_13.jpg	14.63	0	
Tiempo promedio por imagen : 17.23 milisegundos
