Grado de confianza en detección : 0.3
Imagen	Tiempo( ms)	Rostros
imagen_01.jpg	20.40	3	
imagen_02.jpg	13.26	2	
imagen_03.jpg	12.45	6	
imagen_04.jpg	12.43	1	
imagen_05.jpg	11.92	3	
imagen_06.jpg	12.20	1	
imagen_07.jpg	13.31	0	
imagen_08.jpg	12.64	1	
imagen_09.jpg	12.20	2	
imagen_10.jpg	12.46	2	
imagen_11.jpg	11.83	3	
imagen_12.jpg	12.14	2	
imagen_13.jpg	12.56	3	
Tiempo promedio por imagen : 13.06 milisegundos
