Grado de confianza en detección : 0.7
Imagen	Tiempo( ms)	Rostros
imagen_01.jpg	49.07	3	
imagen_02.jpg	18.54	2	
imagen_03.jpg	13.43	6	
imagen_04.jpg	15.62	0	
imagen_05.jpg	15.73	3	
imagen_06.jpg	16.07	1	
imagen_07.jpg	19.14	0	
imagen_08.jpg	16.66	1	
imagen_09.jpg	11.95	2	
imagen_10.jpg	10.63	1	
imagen_11.jpg	10.60	3	
imagen_12.jpg	10.68	2	
imagen_13.jpg	12.61	3	
Tiempo promedio por imagen : 16.98 milisegundos
