Grado de confianza en detección : 0.1
Imagen	Tiempo( ms)	Rostros
imagen_01.jpg	30.17	12	
imagen_02.jpg	11.72	14	
imagen_03.jpg	12.64	125	
imagen_04.jpg	14.01	12	
imagen_05.jpg	13.51	15	
imagen_06.jpg	10.19	10	
imagen_07.jpg	10.79	8	
imagen_08.jpg	10.37	9	
imagen_09.jpg	10.01	8	
imagen_10.jpg	11.79	14	
imagen_11.jpg	10.66	11	
imagen_12.jpg	11.07	8	
imagen_13.jpg	11.91	14	
Tiempo promedio por imagen : 12.99 milisegundos
